epoch:0 loss,0.67572058
epoch:20 loss,0.18247185
epoch:40 loss,0.15329377
epoch:60 loss,0.15106252
epoch:80 loss,0.15880179
epoch:100 loss,0.15001824
epoch:120 loss,0.13612937
epoch:140 loss,0.12710400
epoch:160 loss,0.12195548
epoch:180 loss,0.11842571
epoch:200 loss,0.11570316
epoch:220 loss,0.11343726
epoch:240 loss,0.11154406
epoch:260 loss,0.10991698
epoch:280 loss,0.10853527
epoch:300 loss,0.10723052
epoch:320 loss,0.10586804
epoch:340 loss,0.10453067
epoch:360 loss,0.10313468
epoch:380 loss,0.10146896
epoch:400 loss,0.09944538
epoch:420 loss,0.09687449
epoch:440 loss,0.09392196
epoch:460 loss,0.09076379
epoch:480 loss,0.08723424
epoch:500 loss,0.08352435
epoch:520 loss,0.07986452
epoch:540 loss,0.07643886
epoch:560 loss,0.07300749
epoch:580 loss,0.06947754
epoch:600 loss,0.06557978
epoch:620 loss,0.06010613
epoch:640 loss,0.05304544
epoch:660 loss,0.04276659
epoch:680 loss,0.02264273
epoch:700 loss,0.00735943
epoch:720 loss,0.00254782
epoch:740 loss,0.00123367
epoch:760 loss,0.00101874
epoch:780 loss,0.00097414
epoch:800 loss,0.00094905
epoch:820 loss,0.00093454
epoch:840 loss,0.00092555
epoch:860 loss,0.00091921
epoch:880 loss,0.00091405
epoch:900 loss,0.00090932
epoch:920 loss,0.00090465
epoch:940 loss,0.00089989
epoch:960 loss,0.00089503
epoch:980 loss,0.00089006
epoch:1000 loss,0.00088502
epoch:1020 loss,0.00087995
epoch:1040 loss,0.00087491
epoch:1060 loss,0.00086990
epoch:1080 loss,0.00086498
epoch:1100 loss,0.00086014
epoch:1120 loss,0.00085542
epoch:1140 loss,0.00085081
epoch:1160 loss,0.00084634
epoch:1180 loss,0.00084198
epoch:1200 loss,0.00083775
epoch:1220 loss,0.00083365
epoch:1240 loss,0.00082967
epoch:1260 loss,0.00082581
epoch:1280 loss,0.00082207
epoch:1300 loss,0.00081843
epoch:1320 loss,0.00081490
epoch:1340 loss,0.00081148
epoch:1360 loss,0.00080814
epoch:1380 loss,0.00080490
epoch:1400 loss,0.00080175
epoch:1420 loss,0.00079868
epoch:1440 loss,0.00079569
epoch:1460 loss,0.00079278
epoch:1480 loss,0.00078994
epoch:1500 loss,0.00078716
epoch:1520 loss,0.00078446
epoch:1540 loss,0.00078181
epoch:1560 loss,0.00077923
epoch:1580 loss,0.00077670
epoch:1600 loss,0.00077423
epoch:1620 loss,0.00077181
epoch:1640 loss,0.00076944
epoch:1660 loss,0.00076712
epoch:1680 loss,0.00076485
epoch:1700 loss,0.00076262
epoch:1720 loss,0.00076043
epoch:1740 loss,0.00075829
epoch:1760 loss,0.00075618
epoch:1780 loss,0.00075411
epoch:1800 loss,0.00075208
epoch:1820 loss,0.00075009
epoch:1840 loss,0.00074813
epoch:1860 loss,0.00074620
epoch:1880 loss,0.00074431
epoch:1900 loss,0.00074244
epoch:1920 loss,0.00074061
epoch:1940 loss,0.00073880
epoch:1960 loss,0.00073703
epoch:1980 loss,0.00073528
epoch:2000 loss,0.00073356
epoch:2020 loss,0.00073186
epoch:2040 loss,0.00073019
epoch:2060 loss,0.00072855
epoch:2080 loss,0.00072693
epoch:2100 loss,0.00072533
epoch:2120 loss,0.00072375
epoch:2140 loss,0.00072220
epoch:2160 loss,0.00072067
epoch:2180 loss,0.00071916
epoch:2200 loss,0.00071767
epoch:2220 loss,0.00071620
epoch:2240 loss,0.00071475
epoch:2260 loss,0.00071331
epoch:2280 loss,0.00071190
epoch:2300 loss,0.00071051
epoch:2320 loss,0.00070913
epoch:2340 loss,0.00070777
epoch:2360 loss,0.00070643
epoch:2380 loss,0.00070510
epoch:2400 loss,0.00070380
epoch:2420 loss,0.00070250
epoch:2440 loss,0.00070123
epoch:2460 loss,0.00069996
epoch:2480 loss,0.00069872
epoch:2500 loss,0.00069749
epoch:2520 loss,0.00069627
epoch:2540 loss,0.00069507
epoch:2560 loss,0.00069388
epoch:2580 loss,0.00069271
epoch:2600 loss,0.00069155
epoch:2620 loss,0.00069040
epoch:2640 loss,0.00068927
epoch:2660 loss,0.00068815
epoch:2680 loss,0.00068704
epoch:2700 loss,0.00068595
epoch:2720 loss,0.00068486
epoch:2740 loss,0.00068379
epoch:2760 loss,0.00068273
epoch:2780 loss,0.00068168
epoch:2800 loss,0.00068065
epoch:2820 loss,0.00067962
epoch:2840 loss,0.00067861
epoch:2860 loss,0.00067761
epoch:2880 loss,0.00067661
epoch:2900 loss,0.00067563
epoch:2920 loss,0.00067466
epoch:2940 loss,0.00067370
epoch:2960 loss,0.00067275
epoch:2980 loss,0.00067181